Id,ActivityDay,week_day,Calories
1927972279,2016-04-27,Wednesday,2063
1927972279,2016-04-29,Friday,2063
1927972279,2016-05-05,Thursday,2063
1927972279,2016-05-08,Sunday,2063
1927972279,2016-05-09,Monday,2063
1927972279,2016-05-10,Tuesday,2063
1927972279,2016-05-11,Wednesday,2063
2022484408,2016-04-12,Tuesday,2390
2022484408,2016-04-13,Wednesday,2601
2022484408,2016-04-14,Thursday,2312
2022484408,2016-04-15,Friday,2525
2022484408,2016-04-16,Saturday,2177
2022484408,2016-04-17,Sunday,2782
2022484408,2016-04-18,Monday,2770
2022484408,2016-04-19,Tuesday,2489
2022484408,2016-04-20,Wednesday,2897
2022484408,2016-04-21,Thursday,3158
2022484408,2016-04-22,Friday,2638
2022484408,2016-04-23,Saturday,2069
2022484408,2016-04-24,Sunday,2529
2022484408,2016-04-25,Monday,2470
2022484408,2016-04-26,Tuesday,2793
2022484408,2016-04-27,Wednesday,2463
2022484408,2016-04-28,Thursday,2296
2022484408,2016-04-29,Friday,2611
2022484408,2016-04-30,Saturday,2732
2022484408,2016-05-01,Sunday,2380
2022484408,2016-05-02,Monday,2473
2022484408,2016-05-03,Tuesday,2752
2022484408,2016-05-04,Wednesday,2649
2022484408,2016-05-05,Thursday,2609
2022484408,2016-05-06,Friday,2498
2022484408,2016-05-07,Saturday,1995
2022484408,2016-05-08,Sunday,1848
2022484408,2016-05-09,Monday,2709
2022484408,2016-05-10,Tuesday,2797
2022484408,2016-05-11,Wednesday,2544
2022484408,2016-05-12,Thursday,1853
8792009665,2016-04-13,Wednesday,1934
8792009665,2016-04-14,Thursday,1963
8792009665,2016-04-15,Friday,2009
8792009665,2016-04-16,Saturday,1721
8792009665,2016-04-20,Wednesday,2188
8792009665,2016-04-21,Thursday,1720
8792009665,2016-04-22,Friday,2419
8792009665,2016-04-23,Saturday,2748
8792009665,2016-04-24,Sunday,1799
8792009665,2016-04-26,Tuesday,1928
8792009665,2016-04-27,Wednesday,2067
8792009665,2016-04-28,Thursday,2780
8792009665,2016-04-29,Friday,3101
8792009665,2016-04-30,Saturday,2896
8792009665,2016-05-01,Sunday,1962
8792009665,2016-05-02,Monday,2015
8792009665,2016-05-03,Tuesday,2297
8792009665,2016-05-04,Wednesday,2067
8792009665,2016-05-10,Tuesday,57
8792009665,2016-04-17,Sunday,1688
8792009665,2016-04-18,Monday,1688
8792009665,2016-04-19,Tuesday,1688
8792009665,2016-04-25,Monday,1688
8792009665,2016-05-05,Thursday,1688
8792009665,2016-05-06,Friday,1688
8792009665,2016-05-07,Saturday,1688
8792009665,2016-05-08,Sunday,1688
8792009665,2016-05-09,Monday,1688
8792009665,2016-04-12,Tuesday,2044
6962181067,2016-04-12,Tuesday,1994
6962181067,2016-04-13,Wednesday,1718
6962181067,2016-04-14,Thursday,1466
6962181067,2016-04-15,Friday,1756
6962181067,2016-04-16,Saturday,2173
6962181067,2016-04-17,Sunday,2027
6962181067,2016-04-18,Monday,2039
6962181067,2016-04-19,Tuesday,2046
6962181067,2016-04-20,Wednesday,2174
6962181067,2016-04-21,Thursday,2179
6962181067,2016-04-22,Friday,2086
6962181067,2016-04-23,Saturday,2571
6962181067,2016-04-24,Sunday,1705
6962181067,2016-04-25,Monday,2194
6962181067,2016-04-26,Tuesday,2012
6962181067,2016-04-27,Wednesday,2034
6962181067,2016-04-28,Thursday,2182
6962181067,2016-04-29,Friday,2254
6962181067,2016-04-30,Saturday,2002
6962181067,2016-05-01,Sunday,1740
6962181067,2016-05-02,Monday,2162
6962181067,2016-05-03,Tuesday,2072
6962181067,2016-05-04,Wednesday,2086
6962181067,2016-05-05,Thursday,2066
6962181067,2016-05-06,Friday,1850
6962181067,2016-05-07,Saturday,1947
6962181067,2016-05-08,Sunday,1659
6962181067,2016-05-09,Monday,2105
6962181067,2016-05-10,Tuesday,2361
6962181067,2016-05-11,Wednesday,1855
6962181067,2016-05-12,Thursday,928
4057192912,2016-04-12,Tuesday,2286
4057192912,2016-04-13,Wednesday,2306
4057192912,2016-04-14,Thursday,1776
4057192912,2016-04-15,Friday,1527
3977333714,2016-04-12,Tuesday,1450
3977333714,2016-04-13,Wednesday,1495
3977333714,2016-04-14,Thursday,1433
3977333714,2016-04-15,Friday,1468
3977333714,2016-04-16,Saturday,1625
3977333714,2016-04-17,Sunday,1529
3977333714,2016-04-18,Monday,1584
3977333714,2016-04-19,Tuesday,1638
3977333714,2016-04-20,Wednesday,1554
3977333714,2016-04-21,Thursday,1397
3977333714,2016-04-22,Friday,1481
3977333714,2016-04-23,Saturday,1638
3977333714,2016-04-24,Sunday,1655
3977333714,2016-04-25,Monday,1570
3977333714,2016-04-26,Tuesday,1551
3977333714,2016-04-27,Wednesday,1377
3977333714,2016-04-28,Thursday,1407
3977333714,2016-04-29,Friday,1545
3977333714,2016-04-30,Saturday,1650
3977333714,2016-05-01,Sunday,1501
3977333714,2016-05-02,Monday,1760
3977333714,2016-05-03,Tuesday,1710
3977333714,2016-05-04,Wednesday,1628
3977333714,2016-05-05,Thursday,1618
3977333714,2016-05-06,Friday,1590
3977333714,2016-05-07,Saturday,1574
3977333714,2016-05-08,Sunday,1633
3977333714,2016-05-09,Monday,1667
3977333714,2016-05-10,Tuesday,1630
3977333714,2016-05-11,Wednesday,52
4702921684,2016-04-12,Tuesday,2947
4702921684,2016-04-13,Wednesday,2898
4702921684,2016-04-14,Thursday,2984
4702921684,2016-04-15,Friday,2896
4702921684,2016-04-16,Saturday,3328
4702921684,2016-04-17,Sunday,3394
4702921684,2016-04-18,Monday,3013
4702921684,2016-04-19,Tuesday,2812
4702921684,2016-04-20,Wednesday,3061
4702921684,2016-04-21,Thursday,2729
4702921684,2016-04-22,Friday,2241
4702921684,2016-04-23,Saturday,3691
4702921684,2016-04-24,Sunday,3538
4702921684,2016-04-25,Monday,3064
4702921684,2016-04-26,Tuesday,2784
4702921684,2016-04-27,Wednesday,2908
4702921684,2016-04-28,Thursday,3033
4702921684,2016-04-29,Friday,3165
4702921684,2016-04-30,Saturday,3115
4702921684,2016-05-01,Sunday,2017
4702921684,2016-05-02,Monday,2859
4702921684,2016-05-03,Tuesday,3145
4702921684,2016-05-04,Wednesday,3004
4702921684,2016-05-05,Thursday,3006
4702921684,2016-05-06,Friday,2859
4702921684,2016-05-07,Saturday,3683
4702921684,2016-05-08,Sunday,3287
4702921684,2016-05-09,Monday,2990
4702921684,2016-05-10,Tuesday,3172
4702921684,2016-05-11,Wednesday,3069
4702921684,2016-05-12,Thursday,1240
1844505072,2016-04-12,Tuesday,2030
1844505072,2016-04-13,Wednesday,1860
1844505072,2016-04-14,Thursday,2130
1844505072,2016-04-15,Friday,1725
1844505072,2016-04-16,Saturday,1657
1844505072,2016-04-17,Sunday,1793
1844505072,2016-04-18,Monday,1814
1844505072,2016-04-19,Tuesday,1366
1844505072,2016-04-20,Wednesday,1349
1844505072,2016-04-21,Thursday,2062
1844505072,2016-04-22,Friday,1827
1844505072,2016-04-23,Saturday,1645
1844505072,2016-04-27,Wednesday,1348
1844505072,2016-04-28,Thursday,1992
1844505072,2016-04-29,Friday,1856
1844505072,2016-04-30,Saturday,1763
1844505072,2016-05-01,Sunday,1541
1844505072,2016-05-02,Monday,1348
1844505072,2016-05-03,Tuesday,1742
1844505072,2016-05-04,Wednesday,1549
1844505072,2016-05-05,Thursday,1589
1844505072,2016-05-06,Friday,1351
1844505072,2016-05-12,Thursday,665
1844505072,2016-04-24,Sunday,1347
1844505072,2016-04-25,Monday,1347
1844505072,2016-04-26,Tuesday,1347
1844505072,2016-05-07,Saturday,1347
1844505072,2016-05-08,Sunday,1347
1844505072,2016-05-09,Monday,1347
1844505072,2016-05-10,Tuesday,1347
1844505072,2016-05-11,Wednesday,1347
1624580081,2016-04-12,Tuesday,1432
1624580081,2016-04-13,Wednesday,1411
1624580081,2016-04-14,Thursday,1572
1624580081,2016-04-15,Friday,1344
1624580081,2016-04-16,Saturday,1463
1624580081,2016-04-17,Sunday,1554
1624580081,2016-04-18,Monday,1604
1624580081,2016-04-19,Tuesday,1435
1624580081,2016-04-20,Wednesday,1446
1624580081,2016-04-21,Thursday,1467
1624580081,2016-04-22,Friday,1470
1624580081,2016-04-23,Saturday,1562
1624580081,2016-04-24,Sunday,1617
1624580081,2016-04-25,Monday,1492
1624580081,2016-04-26,Tuesday,1402
1624580081,2016-04-27,Wednesday,1670
1624580081,2016-04-28,Thursday,1401
1624580081,2016-04-29,Friday,1404
1624580081,2016-04-30,Saturday,1655
1624580081,2016-05-01,Sunday,2690
1624580081,2016-05-02,Monday,1497
1624580081,2016-05-03,Tuesday,1334
1624580081,2016-05-04,Wednesday,1368
1624580081,2016-05-05,Thursday,1370
1624580081,2016-05-06,Friday,1341
1624580081,2016-05-07,Saturday,1474
1624580081,2016-05-08,Sunday,1427
1624580081,2016-05-09,Monday,1328
1624580081,2016-05-10,Tuesday,1393
1624580081,2016-05-11,Wednesday,1359
1624580081,2016-05-12,Thursday,1002
8253242879,2016-04-13,Wednesday,1935
8253242879,2016-04-14,Thursday,1705
8253242879,2016-04-15,Friday,1632
8253242879,2016-04-16,Saturday,1880
8253242879,2016-04-17,Sunday,2112
8253242879,2016-04-18,Monday,1829
8253242879,2016-04-19,Tuesday,1763
8253242879,2016-04-20,Wednesday,1931
8253242879,2016-04-21,Thursday,2218
8253242879,2016-04-22,Friday,1651
8253242879,2016-04-23,Saturday,2132
8253242879,2016-04-24,Sunday,1976
8253242879,2016-04-25,Monday,1909
8253242879,2016-04-26,Tuesday,1813
8253242879,2016-04-27,Wednesday,2008
8253242879,2016-04-28,Thursday,1580
8253242879,2016-04-29,Friday,1854
8253242879,2016-04-30,Saturday,0
8253242879,2016-04-12,Tuesday,2044
